packet_count,byte_count,avg_packet_size,tcp_count,udp_count,icmp_count,arp_count,unique_dst_ports,packets_per_second,in_out_ratio,fluctuation,syn_only_count,http_count,label
10,600,60.0,0,0,10,0,0,19.533793714989354,1.0,0.009721178930795738,0,0,0
10,420,42.0,0,0,10,0,0,19.520139097670878,0.0,0.00984733977811971,0,0,0
12,720,60.0,0,0,11,1,0,22.49829156258996,1.0,0.011821185648427867,0,0,0
12,504,42.0,0,0,11,1,0,22.520589355219904,0.0,0.011136997776093801,0,0,0
9,540,60.0,0,0,9,0,0,17.89488265067403,1.0,0.013860750531073884,0,0,0
9,378,42.0,0,0,9,0,0,17.836936121312238,0.0,0.013978097372600732,0,0,0
11,660,60.0,0,0,11,0,0,19.9797177301838,1.0,0.0016322441363590243,0,0,0
11,462,42.0,0,0,11,0,0,19.976283400718565,0.0,0.0018472272540057447,0,0,0
10,600,60.0,0,0,10,0,0,18.430255065206474,1.0,0.011091455496652598,0,0,0
10,420,42.0,0,0,10,0,0,18.440821519942915,0.0,0.010950650062643822,0,0,0
11,660,60.0,0,0,11,0,0,19.14717697757651,1.0,0.009013242553216998,0,0,0
11,462,42.0,0,0,11,0,0,19.086099646427645,0.0,0.009285496033668466,0,0,0
10,600,60.0,0,0,10,0,0,18.91702684137865,1.0,0.012300947451531633,0,0,0
10,420,42.0,0,0,10,0,0,18.96659019985828,0.0,0.01281678362435515,0,0,0
9,540,60.0,0,0,9,0,0,17.171652677934983,1.0,0.030306319881421143,0,0,0
9,378,42.0,0,0,9,0,0,17.121533850519242,0.0,0.030381919306597744,0,0,0
11,660,60.0,0,0,11,0,0,20.345049681555626,1.0,0.000781624621756064,0,0,0
11,462,42.0,0,0,11,0,0,20.35380065361784,0.0,0.0007071233875181244,0,0,0
9,540,60.0,0,0,9,0,0,17.09309642187627,1.0,0.03006781548556995,0,0,0
9,378,42.0,0,0,9,0,0,17.0479988366327,0.0,0.030728282156717874,0,0,0
10,600,60.0,0,0,10,0,0,19.512275001721274,1.0,0.006127109182787266,0,0,0
10,420,42.0,0,0,10,0,0,19.51272887646649,0.0,0.0064085967308210035,0,0,0
9,540,60.0,0,0,9,0,0,17.8265501235622,1.0,0.016662071422388992,0,0,0
9,378,42.0,0,0,9,0,0,17.822577500119216,0.0,0.01662534809943218,0,0,0
10,600,60.0,0,0,10,0,0,18.186534181398613,1.0,0.017935960322344336,0,0,0
10,420,42.0,0,0,10,0,0,18.26825647922953,0.0,0.01718522003748352,0,0,0
10,600,60.0,0,0,10,0,0,18.420566296935224,1.0,0.016752615653451413,0,0,0
10,420,42.0,0,0,10,0,0,18.412544557411017,0.0,0.01663890085919217,0,0,0
9,540,60.0,0,0,9,0,0,16.818574744026087,1.0,0.020597491087211827,0,0,0
9,378,42.0,0,0,9,0,0,16.801656810106437,0.0,0.02052360069581616,0,0,0
9,540,60.0,0,0,9,0,0,16.185239082208334,1.0,0.018450623165793708,0,0,0
9,378,42.0,0,0,9,0,0,16.152757571297023,0.0,0.018508310382161674,0,0,0
